"id","air_pressure","air_temperature","relative_humidity","wind_speed","wind_direction","precipitation","weather_datetime","created_at","updated_at"
3146,1011.9,19.5,94,0.6,西,2.0,2026-02-06 13:30:00.129 +0800,2026-02-07 13:29:59.745 +0800,2026-02-07 13:29:59.745 +0800
3147,1011.5,18.8,92,1.3,X,0.5,2026-02-06 14:30:00.139 +0800,2026-02-07 14:29:59.768 +0800,2026-02-07 14:29:59.768 +0800
3148,1011.7,18.8,93,1.0,X,0.1,2026-02-06 15:30:00.126 +0800,2026-02-07 15:29:59.749 +0800,2026-02-07 15:29:59.749 +0800
3149,1011.9,18.6,95,0.1,靜風,0.0,2026-02-06 16:30:00.125 +0800,2026-02-07 16:29:59.755 +0800,2026-02-07 16:29:59.755 +0800
3150,1012.6,18.6,94,1.3,X,0.0,2026-02-06 17:30:00.129 +0800,2026-02-07 17:29:59.780 +0800,2026-02-07 17:29:59.780 +0800
3151,1013.4,18.1,95,0.9,南南西,0.1,2026-02-06 18:30:00.124 +0800,2026-02-07 18:29:59.772 +0800,2026-02-07 18:29:59.772 +0800
3152,1013.9,18.0,97,0.3,X,0.0,2026-02-06 19:30:00.125 +0800,2026-02-07 19:29:59.774 +0800,2026-02-07 19:29:59.774 +0800
3153,1014.5,17.8,96,1.9,東北東,0.5,2026-02-06 20:30:00.131 +0800,2026-02-07 20:29:59.785 +0800,2026-02-07 20:29:59.785 +0800
3154,1015.2,17.7,96,0.1,靜風,1.0,2026-02-06 21:30:00.135 +0800,2026-02-07 21:29:59.789 +0800,2026-02-07 21:29:59.789 +0800
3155,1015.2,17.5,96,0.2,靜風,0.5,2026-02-06 22:30:00.140 +0800,2026-02-07 22:29:59.782 +0800,2026-02-07 22:29:59.782 +0800
3156,1015.5,17.5,96,1.3,X,0.1,2026-02-06 23:30:00.122 +0800,2026-02-07 23:29:59.767 +0800,2026-02-07 23:29:59.767 +0800
3157,1019.6,15.0,89,2.1,X,0.1,2026-02-07 12:29:00.115 +0800,2026-02-08 12:28:59.744 +0800,2026-02-08 12:28:59.744 +0800
3158,1019.1,14.6,88,2.9,X,0.1,2026-02-07 12:30:00.118 +0800,2026-02-08 12:29:59.750 +0800,2026-02-08 12:29:59.750 +0800
3159,1019.2,14.3,85,3.3,X,0.1,2026-02-07 13:30:00.138 +0800,2026-02-08 13:29:59.766 +0800,2026-02-08 13:29:59.766 +0800
3160,1019.2,14.0,89,1.3,X,0.1,2026-02-07 14:30:00.118 +0800,2026-02-08 14:29:59.744 +0800,2026-02-08 14:29:59.744 +0800
3161,1019.8,13.6,90,3.1,X,0.1,2026-02-07 15:30:00.141 +0800,2026-02-08 15:29:59.774 +0800,2026-02-08 15:29:59.774 +0800
3162,1020.5,13.4,91,2.4,X,0.1,2026-02-07 16:30:00.115 +0800,2026-02-08 16:29:59.732 +0800,2026-02-08 16:29:59.732 +0800
3163,1021.1,12.9,93,1.7,X,0.5,2026-02-07 17:30:00.122 +0800,2026-02-08 17:29:59.772 +0800,2026-02-08 17:29:59.772 +0800
3164,1022.0,12.8,93,2.5,X,0.5,2026-02-07 18:30:00.121 +0800,2026-02-08 18:29:59.777 +0800,2026-02-08 18:29:59.777 +0800
3165,1022.7,12.6,92,2.4,X,0.5,2026-02-07 19:30:00.123 +0800,2026-02-08 19:29:59.770 +0800,2026-02-08 19:29:59.770 +0800
3166,1023.4,12.3,90,3.3,X,0.1,2026-02-07 20:30:00.125 +0800,2026-02-08 20:29:59.801 +0800,2026-02-08 20:29:59.801 +0800
3167,1023.7,12.1,90,2.6,X,0.1,2026-02-07 21:30:00.154 +0800,2026-02-08 21:29:59.944 +0800,2026-02-08 21:29:59.944 +0800
3168,1024.0,12.0,89,2.2,X,0.1,2026-02-07 22:30:00.124 +0800,2026-02-08 22:29:59.786 +0800,2026-02-08 22:29:59.786 +0800
3169,1023.7,11.8,87,3.6,X,0.1,2026-02-07 23:30:00.134 +0800,2026-02-08 23:29:59.781 +0800,2026-02-08 23:29:59.781 +0800
3170,1028.5,10.8,63,2.8,X,0.0,2026-02-08 12:29:00.144 +0800,2026-02-09 12:28:59.796 +0800,2026-02-09 12:28:59.796 +0800
3171,1027.6,10.8,62,3.8,X,0.0,2026-02-08 12:30:00.121 +0800,2026-02-09 12:29:59.768 +0800,2026-02-09 12:29:59.768 +0800
3172,1027.2,10.4,62,3.2,X,0.0,2026-02-08 13:30:00.122 +0800,2026-02-09 13:29:59.770 +0800,2026-02-09 13:29:59.770 +0800
3173,1010.9,19.0,97,0.8,東南東,0.0,2026-03-28 00:41:29.617 +0800,2026-03-29 00:41:29.324 +0800,2026-03-29 00:41:29.324 +0800
3174,1010.2,22.8,82,2.5,X,0.0,2026-03-28 12:31:00.134 +0800,2026-03-29 12:30:59.933 +0800,2026-03-29 12:30:59.933 +0800
3175,1009.4,23.2,79,2.0,東北,0.0,2026-03-28 14:06:45.915 +0800,2026-03-29 14:06:46.954 +0800,2026-03-29 14:06:46.954 +0800
3176,1008.6,23.3,80,2.5,X,0.0,2026-03-28 14:30:00.120 +0800,2026-03-29 14:30:00.988 +0800,2026-03-29 14:30:00.988 +0800
3177,1008.8,22.2,85,2.9,X,0.0,2026-03-28 15:30:00.142 +0800,2026-03-29 15:30:01.013 +0800,2026-03-29 15:30:01.013 +0800
3178,1008.9,22.0,87,1.7,X,0.0,2026-03-28 16:30:00.125 +0800,2026-03-29 16:30:00.989 +0800,2026-03-29 16:30:00.989 +0800
3179,1009.2,21.7,87,2.0,X,0.0,2026-03-28 17:30:00.137 +0800,2026-03-29 17:30:01.013 +0800,2026-03-29 17:30:01.013 +0800
